
  J145655-443458 &  90273 &   224.22940 &   -44.58299 &    4.33012 & 11.29 & 11.03 & 10.97 &   1780 &  0.02749 & -0.00200 &  0.02921 \\
  J145702-443607 &  90273 &   224.26210 &   -44.60215 &    0.39703 & 15.91 & 15.50 & 15.30 &   1777 &  0.01396 & -0.00751 &  0.11556 \\
  J145659-445631 &  90273 &   224.24594 &   -44.94199 &    0.45362 & 12.84 & 12.68 & 12.64 &   1779 &  0.02166 & -0.00838 &  0.08787 \\
  J145635-450743 &  90273 &   224.14778 &   -45.12863 &    2.56014 & 13.96 & 13.33 & 13.17 &   1776 &  0.03220 &  0.00755 &  0.03226 \\
  J145652-451118 &  90273 &   224.21803 &   -45.18854 &    0.55061 & 14.30 & 14.07 & 14.01 &   1779 & -0.00002 & -0.00602 &  0.03079 \\
  J145704-451006 &  90273 &   224.26820 &   -45.16841 &    0.26318 & 16.16 & 15.59 & 15.33 &   1750 &  0.01405 & -0.00519 &  0.11364 \\
  J174803-451052 &  90279 &   267.01480 &   -45.18124 &    0.26071 & 15.74 & 15.13 & 14.99 &    967 &  0.01753 &  0.01239 &  0.14602 \\
  J174816-450132 &  90279 &   267.06683 &   -45.02557 &    0.47329 & 15.89 & 15.52 & 15.29 &    915 &  0.00655 & -0.01954 &  0.08728 \\
  J174812-452052 &  90279 &   267.05295 &   -45.34779 &    0.35342 & 15.91 & 15.50 & 15.28 &    977 &  0.02436 & -0.01054 &  0.11879 \\
  J174816-450721 &  90279 &   267.07056 &   -45.12272 &    2.03495 & 13.69 & 13.36 & 13.24 &    977 &  0.12595 &  0.01339 &  0.17904 \\
  J174817-450526 &  90279 &   267.07242 &   -45.09068 &    3.30132 & 13.04 & 12.80 & 12.71 &    972 &  0.00006 &  0.00065 &  0.01908 \\
  J174824-451553 &  90279 &   267.10104 &   -45.26499 &    2.41243 & 15.76 & 15.02 & 14.79 &    955 &  0.02394 &  0.00784 &  0.01810 \\
  J174822-452656 &  90279 &   267.09485 &   -45.44893 &    0.59503 & 15.51 & 15.23 & 15.13 &    976 &  0.04999 &  0.01303 &  0.14079 \\
  J174828-450939 &  90279 &   267.11728 &   -45.16095 &    3.72376 & 14.02 & 13.56 & 13.43 &    977 &  0.03455 & -0.00117 &  0.09429 \\
  J174826-451908 &  90279 &   267.11017 &   -45.31910 &    3.30828 & 14.69 & 14.31 & 14.24 &    977 &  0.01981 & -0.00012 &  0.02713 \\
  J174827-453158 &  90279 &   267.11514 &   -45.53283 &    1.82694 & 12.91 & 12.59 & 12.51 &    977 &  0.01055 &  0.00484 &  0.01690 \\
  J174835-451735 &  90279 &   267.14725 &   -45.29323 &    0.30196 & 14.68 & 14.27 & 14.17 &    977 &  0.01892 &  0.00401 &  0.07848 \\
  J174836-451820 &  90279 &   267.15350 &   -45.30573 &    1.39160 & 15.86 & 15.30 & 15.13 &    976 &  0.03567 &  0.00155 &  0.03132 \\
  J163130+301523 &  90330 &   247.87547 &    30.25646 &    0.77257 & 13.58 & 13.02 & 12.91 &   1191 &  0.00753 &  0.00377 &  0.01189 \\
  J045958-661240 &  90400 &    74.99316 &   -66.21133 &    1.50095 & 14.80 & 14.55 & 14.48 &    377 &  0.00961 & -0.02627 &  0.01741 \\
  J045917-654848 &  90400 &    74.82290 &   -65.81361 &    0.39462 & 13.14 & 12.92 & 12.88 &    378 &  0.03466 &  0.00524 &  0.16013 \\
  J045913-654412 &  90400 &    74.80653 &   -65.73671 &    3.74381 & 14.72 & 14.83 & 14.87 &    378 &  0.06041 & -0.00601 &  0.15783 \\
  J185102-043502 &  90547 &   282.76102 &    -4.58415 &   16.47569 & 14.84 & 13.89 & 13.55 &    176 &  0.06117 & -0.02029 &  0.03684 \\
  J185104-044200 &  90547 &   282.76999 &    -4.70012 &    5.65758 & 14.00 & 13.27 & 13.01 &    650 &  0.04399 &  0.00246 &  0.13502 \\
  J185101-035125 &  90547 &   282.75659 &    -3.85699 &    1.05272 & 14.79 & 14.26 & 14.11 &    153 &  0.04798 & -0.02334 &  0.08546 \\
  J185105-043731 &  90547 &   282.77197 &    -4.62531 &    3.14487 & 13.68 & 13.14 & 12.94 &    659 &  0.01556 &  0.00169 &  0.02147 \\
  J185108-043612 &  90547 &   282.78680 &    -4.60343 &    0.88925 & 14.53 & 13.97 & 13.74 &    659 &  0.02151 &  0.00052 &  0.12323 \\
  J185109-041207 &  90547 &   282.79028 &    -4.20197 &    0.68815 & 14.93 & 14.20 & 13.88 &    671 &  0.01509 & -0.02160 &  0.05178 \\
  J185110-042403 &  90547 &   282.79462 &    -4.40094 &    0.49365 & 14.83 & 14.06 & 13.75 &    671 & -0.00105 &  0.00110 &  0.03751 \\
  J185116-040939 &  90547 &   282.81955 &    -4.16108 &    2.39399 & 14.87 & 14.10 & 13.81 &    671 &  0.04460 &  0.00004 &  0.05528 \\
  J185116-035706 &  90547 &   282.81760 &    -3.95190 &    0.72210 & 15.10 & 14.43 & 14.20 &    644 &  0.02773 & -0.00201 &  0.03097 \\
  J185117-041221 &  90547 &   282.82245 &    -4.20589 &    4.06764 & 14.34 & 13.47 & 13.09 &    669 &  0.02737 &  0.00131 &  0.02825 \\
  J185117-040800 &  90547 &   282.82281 &    -4.13351 &   14.90156 & 12.89 & 11.80 & 11.39 &    671 &  0.00206 &  0.02192 &  0.00956 \\
  J185118-040340 &  90547 &   282.82559 &    -4.06139 &   12.69497 & 12.65 & 11.79 & 11.49 &    659 & -0.00271 & -0.00046 &  0.05750 \\
  J185117-035531 &  90547 &   282.82449 &    -3.92536 &    0.78048 & 14.91 & 14.41 & 14.19 &    659 &  0.01565 &  0.00068 &  0.05733 \\
  J185120-042631 &  90547 &   282.83481 &    -4.44198 &    3.35485 & 14.46 & 13.83 & 13.58 &    670 &  0.08504 & -0.00889 &  0.12640 \\
  J185120-043217 &  90547 &   282.83679 &    -4.53811 &    0.79457 & 15.19 & 14.66 & 14.40 &    650 &  0.03550 & -0.00171 &  0.15034 \\
  J185122-040908 &  90547 &   282.84427 &    -4.15236 &    3.91567 & 13.94 & 13.29 & 13.02 &    666 &  0.02903 &  0.00664 &  0.08038 \\
  J185121-034937 &  90547 &   282.84131 &    -3.82711 &   38.70439 & 14.42 & 13.36 & 12.98 &    659 &  0.11038 & -0.02148 &  0.07806 \\
  J185123-041301 &  90547 &   282.84875 &    -4.21695 &    2.22002 & 14.91 & 13.57 & 13.03 &    671 &  0.05575 &  0.04070 &  0.12222 \\
  J185124-035453 &  90547 &   282.85266 &    -3.91481 &    5.41117 & 12.79 & 12.41 & 12.24 &    657 &  0.04102 &  0.00417 &  0.03220 \\
  J185127-040555 &  90547 &   282.86298 &    -4.09866 &    1.55120 & 14.90 & 14.30 & 13.99 &    663 &  0.02086 & -0.00549 &  0.04779 \\
  J185129-041240 &  90547 &   282.87210 &    -4.21133 &    1.51980 & 12.75 & 12.19 & 11.91 &    671 &  0.03208 & -0.00537 &  0.05641 \\
  J185130-043214 &  90547 &   282.87820 &    -4.53748 &    0.32250 & 13.15 & 12.53 & 12.31 &    659 &  0.00198 & -0.00019 &  0.03900 \\
  J185131-043958 &  90547 &   282.88303 &    -4.66630 &    7.39460 & 15.14 & 14.60 & 14.42 &    658 &  0.02716 & -0.01670 &  0.02509 \\
  J185130-041454 &  90547 &   282.87653 &    -4.24853 &    0.40695 & 14.39 & 13.35 & 12.86 &    662 &  0.01320 &  0.00100 &  0.06711 \\
  J185132-034916 &  90547 &   282.88580 &    -3.82130 &    0.52294 & 15.00 & 14.48 & 14.28 &    658 & -0.00146 &  0.00222 &  0.06208 \\
  J185134-040506 &  90547 &   282.89340 &    -4.08508 &    0.37329 & 15.02 & 14.35 & 14.11 &    613 &  0.05277 & -0.00162 &  0.18707 \\
  J162633+054552 &  90565 &   246.63757 &     5.76469 &    1.26269 & 12.18 & 11.93 & 11.85 &   3387 &  0.00006 & -0.00330 &  0.01049 \\
  J162651+061141 &  90565 &   246.71591 &     6.19496 &    0.32872 & 15.37 & 14.87 & 14.77 &   3412 &  0.06914 &  0.00806 &  0.20103 \\
  J162656+055204 &  90565 &   246.73497 &     5.86782 &    0.33997 & 15.06 & 14.40 & 14.23 &   3387 &  0.04894 &  0.00090 &  0.06889 \\
  J204108-043727 &  90813 &   310.28653 &    -4.62440 &    0.94155 & 15.23 & 14.92 & 14.82 &   1475 &  0.00341 &  0.00148 &  0.02581 \\
  J204117-045204 &  90813 &   310.32364 &    -4.86790 &    0.60848 & 11.11 & 10.81 & 10.73 &   1546 &  0.01308 & -0.00121 &  0.03214 \\
  J150011-010308 &  90868 &   225.04974 &    -1.05241 &    6.52426 & 13.71 & 13.09 & 12.94 &   2018 &  0.00215 &  0.00124 &  0.06067 \\
  J150028-002605 &  90868 &   225.12082 &    -0.43487 &    4.39749 & 13.59 & 13.16 & 13.07 &   2181 &  0.04569 &  0.00158 &  0.04332 \\
  J083219-012643 &  92026 &   128.07921 &    -1.44534 &    0.31488 & 14.77 & 14.43 & 14.37 &   2158 &  0.00410 & -0.00165 &  0.06851 \\
  J112145-125734 &  92397 &   170.43802 &   -12.95955 &    0.90552 & 13.61 & 13.24 & 13.15 &   2019 &  0.03999 &  0.00193 &  0.06570 \\
  J112150-132341 &  92397 &   170.46217 &   -13.39473 &    4.40027 & 15.38 & 14.72 & 14.52 &   2582 &  0.01141 & -0.00130 &  0.00654 \\
  J220011+211453 &  92409 &   330.04889 &    21.24808 &    0.38438 & 13.42 & 12.95 & 12.84 &   1139 &  0.03134 & -0.00308 &  0.07868 \\
  J220040+205642 &  92409 &   330.16809 &    20.94524 &    0.26243 & 12.71 & 12.20 & 12.09 &   1487 &  0.01124 &  0.00463 &  0.08092 \\
  J220029+204625 &  92409 &   330.12122 &    20.77382 &    2.51465 & 15.02 & 14.49 & 14.36 &   1481 &  0.01444 &  0.00411 &  0.02916 \\
  J082558-384603 &  90312 &   126.49415 &   -38.76768 &    0.59773 & 15.76 & 15.31 & 15.06 &    896 &  0.03614 &  0.01003 &  0.17048 \\
  J082543-384403 &  90312 &   126.43131 &   -38.73419 &    0.29027 & 15.81 & 15.17 & 14.96 &   3497 &  0.00033 & -0.00066 &  0.02768 \\
  J082528-384548 &  90312 &   126.36718 &   -38.76350 &   18.68669 & 13.25 & 12.56 & 12.40 &   3501 &  0.00024 & -0.00147 &  0.01889 \\
  J082552-385818 &  90312 &   126.46972 &   -38.97186 &    1.24876 & 13.07 & 12.90 & 12.82 &   3501 &  0.00394 & -0.00129 &  0.01029 \\
  J082539-385923 &  90312 &   126.41338 &   -38.98976 &    0.53633 & 15.93 & 15.27 & 15.01 &   3499 &  0.00989 &  0.00177 &  0.02476 \\
  J082532-390000 &  90312 &   126.38473 &   -39.00024 &    0.96250 & 15.74 & 15.06 & 14.72 &   3499 &  0.01146 &  0.00024 &  0.03298 \\
  J082527-385748 &  90312 &   126.36284 &   -38.96343 &    5.11000 & 15.82 & 15.34 & 15.05 &   3500 &  0.01101 &  0.00460 &  0.01041 \\
  J082537-390206 &  90312 &   126.40490 &   -39.03518 &    3.06898 & 14.35 & 13.56 & 13.32 &   3501 & -0.00016 &  0.01597 &  0.03090 \\
  J082540-390629 &  90312 &   126.41904 &   -39.10830 &    8.22038 & 13.80 & 13.48 & 13.32 &   3501 &  0.00650 & -0.00006 &  0.00759 \\
  J082536-390505 &  90312 &   126.40147 &   -39.08482 &    0.72365 & 16.15 & 15.45 & 15.10 &   3469 &  0.01356 & -0.00485 &  0.13541 \\
  J082531-390419 &  90312 &   126.38301 &   -39.07222 &    2.84523 & 14.87 & 14.48 & 14.28 &   3501 &  0.01180 & -0.00051 &  0.01416 \\
  J082546-391116 &  90312 &   126.44264 &   -39.18783 &    0.89403 & 13.08 & 12.41 & 12.25 &   3500 &  0.00850 &  0.00084 &  0.02767 \\
  J082554-391457 &  90312 &   126.47564 &   -39.24939 &    0.32871 & 15.99 & 15.44 & 15.20 &   3490 &  0.00425 & -0.00222 &  0.06758 \\
  J082554-391517 &  90312 &   126.47711 &   -39.25473 &    2.43811 & 14.53 & 14.17 & 13.99 &   3501 &  0.01124 & -0.00025 &  0.01266 \\
  J082535-391107 &  90312 &   126.39703 &   -39.18530 &    2.65335 & 15.68 & 15.24 & 15.03 &   3486 &  0.00903 &  0.02177 &  0.01720 \\
  J082519-390900 &  90312 &   126.33107 &   -39.15003 &    1.53547 & 10.39 & 10.35 & 10.31 &   3501 & -0.00044 & -0.00127 &  0.01314 \\
  J082553-392325 &  90312 &   126.47486 &   -39.39047 &    0.26524 & 15.84 & 15.19 & 14.97 &   3498 &  0.00813 & -0.00460 &  0.06739 \\
  J082528-391435 &  90312 &   126.36873 &   -39.24311 &    7.77759 & 12.57 & 12.32 & 12.21 &   3501 &  0.03092 &  0.00069 &  0.03273 \\
  J082545-393115 &  90312 &   126.44075 &   -39.52098 &    1.05851 & 15.62 & 15.04 & 14.79 &   3500 &  0.01520 & -0.00087 &  0.07467 \\
  J082538-393154 &  90312 &   126.41068 &   -39.53185 &    1.61730 & 15.26 & 14.78 & 14.53 &   3498 &  0.00983 &  0.00035 &  0.01419 \\
  J082514-392847 &  90312 &   126.31174 &   -39.47999 &    0.32346 & 15.39 & 14.77 & 14.55 &    776 &  0.01095 & -0.01085 &  0.10325 \\
  J082514-393054 &  90312 &   126.31014 &   -39.51518 &    1.20954 & 16.10 & 15.24 & 14.89 &    340 &  0.01074 & -0.02365 &  0.08500 \\
  J190141-045637 &  90808 &   285.42319 &    -4.94387 &    0.39817 & 16.08 & 15.53 & 15.20 &   1534 & -0.00034 & -0.00632 &  0.05902 \\
  J190140-042413 &  90808 &   285.41794 &    -4.40379 &    4.18274 & 12.68 & 12.00 & 11.78 &   1395 &  0.11325 &  0.00259 &  0.20596 \\
  J190143-045433 &  90808 &   285.43085 &    -4.90944 &    0.97864 & 11.55 & 11.24 & 11.13 &   1813 &  0.03270 & -0.00016 &  0.16665 \\
  J190144-044202 &  90808 &   285.43378 &    -4.70069 &   12.90985 & 14.16 & 13.29 & 13.04 &   1826 &  0.00110 &  0.00668 &  0.04911 \\
  J190141-040200 &  90808 &   285.42249 &    -4.03339 &    3.43732 & 15.66 & 15.18 & 14.98 &   1795 &  0.02557 & -0.00164 &  0.02558 \\
  J190143-042510 &  90808 &   285.43204 &    -4.41967 &    2.17404 & 12.23 & 11.98 & 11.87 &   1869 &  0.00313 &  0.00129 &  0.00708 \\
  J190145-043549 &  90808 &   285.44009 &    -4.59714 &    2.30905 & 14.30 & 13.65 & 13.42 &   1870 &  0.01241 &  0.00650 &  0.03905 \\
  J190150-044845 &  90808 &   285.45868 &    -4.81277 &    1.40386 & 12.79 & 12.48 & 12.36 &   1824 &  0.00272 &  0.00161 &  0.02517 \\
  J190149-043249 &  90808 &   285.45782 &    -4.54700 &    0.65940 & 14.56 & 14.00 & 13.76 &   1829 &  0.01993 &  0.00051 &  0.11456 \\
  J190153-045525 &  90808 &   285.47470 &    -4.92373 &    0.36737 & 14.64 & 14.12 & 13.98 &   1780 &  0.06335 & -0.00395 &  0.21865 \\
  J190151-041948 &  90808 &   285.46271 &    -4.33019 &    0.85618 & 14.67 & 14.20 & 14.04 &   1838 &  0.08188 &  0.00641 &  0.14234 \\
  J190151-041429 &  90808 &   285.46283 &    -4.24141 &    0.48260 & 13.62 & 13.15 & 13.02 &   1821 &  0.01987 &  0.00415 &  0.08323 \\
  J190154-041038 &  90808 &   285.47760 &    -4.17736 &    1.43323 & 16.06 & 15.51 & 15.18 &   1544 &  0.01990 & -0.00086 &  0.04596 \\
  J190203-045117 &  90808 &   285.51340 &    -4.85490 &    3.09222 & 13.20 & 12.78 & 12.66 &   1814 &  0.01414 & -0.00062 &  0.01863 \\
  J190200-041524 &  90808 &   285.50027 &    -4.25692 &    0.33692 & 15.41 & 14.86 & 14.69 &   1813 &  0.09107 &  0.00474 &  0.26582 \\
  J190159-041226 &  90808 &   285.49963 &    -4.20729 &    0.51847 & 13.21 & 12.73 & 12.58 &   1798 &  0.05774 &  0.00032 &  0.12558 \\
  J190201-043008 &  90808 &   285.50717 &    -4.50228 &    0.90880 & 15.44 & 14.85 & 14.61 &   1873 &  0.00967 &  0.00376 &  0.06928 \\
  J190202-043015 &  90808 &   285.50845 &    -4.50444 &    2.48609 & 15.22 & 14.59 & 14.37 &   1874 &  0.06604 &  0.01311 &  0.12422 \\
  J190202-043150 &  90808 &   285.50946 &    -4.53057 &    1.48158 & 14.08 & 13.61 & 13.46 &   1871 &  0.08627 &  0.00163 &  0.14172 \\
  J190204-044835 &  90808 &   285.51746 &    -4.80993 &    1.32424 & 12.71 & 12.35 & 12.24 &   1812 &  0.04888 & -0.00128 &  0.07057 \\
  J190202-042048 &  90808 &   285.50928 &    -4.34667 &   34.77180 & 10.06 &  9.88 &  9.77 &   1872 &  0.01088 & -0.00643 &  0.01021 \\
  J190204-043939 &  90808 &   285.51865 &    -4.66097 &    1.09214 & 15.68 & 15.13 & 14.90 &   1854 &  0.03771 & -0.00737 &  0.05440 \\
  J190204-041111 &  90808 &   285.51886 &    -4.18658 &    4.70381 & 13.10 & 12.42 & 12.21 &   1812 &  0.01535 &  0.01186 &  0.02251 \\
  J190209-043943 &  90808 &   285.54129 &    -4.66221 &    4.34726 & 13.68 & 13.02 & 12.82 &   1858 &  0.04141 &  0.00168 &  0.07681 \\
  J190207-040513 &  90808 &   285.52985 &    -4.08704 &    0.45384 & 14.00 & 13.65 & 13.54 &   1812 &  0.00935 &  0.00046 &  0.09085 \\
  J190213-042412 &  90808 &   285.55496 &    -4.40353 &    0.31077 & 15.48 & 14.61 & 14.27 &    764 & -0.00169 &  0.00199 &  0.06804 \\
  J042616+032358 &  90191 &    66.56686 &     3.39948 &    1.76639 & 15.60 & 14.91 & 14.63 &   2082 &  0.01586 & -0.00365 &  0.01808 \\
  J082517-385231 &  90312 &   126.32390 &   -38.87542 &    2.33952 & 15.58 & 15.23 & 15.02 &   3473 &  0.05006 &  0.00147 &  0.05588 \\
  J082554-390844 &  90312 &   126.47524 &   -39.14561 &    8.09002 & 12.91 & 12.15 & 11.91 &   3501 &  0.06730 &  0.00413 &  0.08523 \\
